"X";"electricity..high.voltage...DE..electricity.production..deep.geothermal";"electricity..high.voltage...DE..electricity.production..hard.coal";"electricity..high.voltage...DE..electricity.production..hydro..pumped.storage";"electricity..high.voltage...DE..electricity.production..hydro..run.of.river";"electricity..high.voltage...DE..electricity.production..lignite";"electricity..high.voltage...DE..electricity.production..natural.gas..combined.cycle.power.plant";"electricity..high.voltage...DE..electricity.production..natural.gas..conventional.power.plant";"electricity..high.voltage...DE..electricity.production..nuclear..pressure.water.reactor";"electricity..high.voltage...DE..electricity.production..oil";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..multi.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..single.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..570kWp.open.ground.installation..multi.Si";"electricity..high.voltage...DE..electricity.production..wind...1MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind...3MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..offshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..onshore";"electricity..high.voltage...DE..heat.and.power.co.generation..biogas..gas.engine"
"142";"anhydrite, burned//[CH] anhydrite production, burned";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"143";"anhydrite//[CH] anhydrite production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"144";"aniline//[RER] aniline production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"145";"anionic resin//[CH] anionic resin production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"146";"anode factory//[RER] anode factory construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"147";"anode, for metal electrolysis//[RER] anode production, for metal electrolysis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"148";"anode, graphite, for lithium-ion battery//[CN] anode production, graphite, for lithium-ion battery";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"149";"anode, paste, for aluminium electrolysis//[CA-QC] anode production, paste, for aluminium electrolysis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"150";"anode, prebake, for aluminium electrolysis//[CA-QC] anode production, prebake, for aluminium electrolysis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"151";"anode refinery//[SE] anode refinery construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"152";"anode slime, silver and tellurium containing stockpiling//[US] anode slime, silver and tellurium containing stockpiling";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"153";"anodising, aluminium sheet//[CA-QC] anodising, aluminium sheet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"154";"anodising, aluminium sheet//[RER] anodising, aluminium sheet";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"155";"anthranilic acid//[RER] anthranilic acid production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"156";"anthraquinone//[RER] anthraquinone production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"157";"antimony//[CN] antimony production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"158";"anti-reflex-coating, etching, solar glass//[DK] anti-reflex-coating, etching, solar glass";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"159";"apple//[GLO] apple production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"160";"application of plant protection product, by field sprayer//[CA-QC] application of plant protection product, by field sprayer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161";"application of plant protection product, by field sprayer//[CH] application of plant protection product, by field sprayer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"162";"argon, liquid//[RER] argon production, liquid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163";"inert gas for discharge lamps//[GLO] argon to generic market for inert gas for discharge lamps";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"164";"arsine//[GLO] arsine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"165";"asbestos, crysotile type//[GLO] asbestos production, crysotile type";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"166";"assembly of generator and motor, auxilliaries and energy use, for mini CHP plant//[CH] assembly of generator and motor, auxilliaries and energy use, for mini CHP plant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"167";"assembly of generator and motor, auxilliaries and energy use, for heat and power co-generation unit, 160 KW electrical//[RER] assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"168";"assembly of liquid crystal display, auxilliaries and energy use//[GLO] assembly of liquid crystal display, auxilliaries and energy use";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"169";"atrazine//[RER] atrazine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"170";"aubergine//[GLO] aubergine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"171";"autoclaved aerated concrete block//[CH] autoclaved aerated concrete block production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"172";"auxiliary heating unit, electric, 5kW//[CH] auxiliary heating unit production, electric, 5kW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"173";"avocado//[GLO] avocado production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"174";"backlight, for liquid crystal display//[GLO] backlight production, for liquid crystal display";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"175";"bale loading//[CA-QC] bale loading";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"176";"bale loading//[CH] bale loading";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"177";"baling//[CA-QC] baling";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"178";"baling//[CH] baling";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"179";"banana//[GLO] banana production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"180";"barge//[RER] barge production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"181";"barge tanker//[RER] barge tanker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"182";"barite//[CA-QC] barite production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"183";"barite//[RER] barite production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"184";"bark chips, wet, measured as dry mass//[CA-QC] bark chips production, hardwood, at sawmill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"185";"bark chips, wet, measured as dry mass//[CH] bark chips production, hardwood, at sawmill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"186";"bark chips, wet, measured as dry mass//[CA-QC] bark chips production, softwood, at sawmill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"187";"bark chips, wet, measured as dry mass//[CH] bark chips production, softwood, at sawmill";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"188";"barley grain, feed, organic//[CH] barley grain, feed production, organic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"189";"barley grain, feed, Swiss integrated production//[CH] barley grain, feed production, Swiss integrated production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"190";"barley grain, feed//[CA-QC] barley grain, feed production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"191";"barley grain//[CA-QC] barley production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"192";"barley grain//[DE] barley production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"193";"barley grain//[ES] barley production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"194";"barley grain//[FR] barley production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"195";"barley seed, for sowing//[GLO] barley seed production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"196";"barley seed, organic, for sowing//[CH] barley seed production, organic, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"197";"barley seed, Swiss integrated production, for sowing//[CH] barley seed production, Swiss integrated production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"198";"basalt//[RER] basalt quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"199";"base plaster//[CH] base plaster production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"200";"phosphate fertiliser, as P2O5//[RER] basic slag fertiliser production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"201";"battery cell, Li-ion//[CN] battery cell production, Li-ion";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"202";"battery, Li-ion, rechargeable, prismatic//[GLO] battery production, Li-ion, rechargeable, prismatic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"203";"battery, NaCl//[CH] battery production, NaCl, rechargeable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"204";"battery, NiMH, rechargeable, prismatic//[GLO] battery production, NiMH, rechargeable, prismatic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"205";"battery separator//[CN] battery separator production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"206";"bauxite, without water//[GLO] bauxite mine operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"207";"sawnwood, beam, hardwood, raw, dried (u=20%)//[CA-QC] beam, hardwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"208";"sawnwood, beam, hardwood, raw, dried (u=20%)//[CH] beam, hardwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"209";"sawnwood, beam, hardwood, raw, dried (u=10%)//[CA-QC] beam, hardwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"210";"sawnwood, beam, hardwood, raw, dried (u=10%)//[CH] beam, hardwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"211";"sawnwood, beam, hardwood, raw, dried (u=20%)//[CA-QC] beam, hardwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"212";"sawnwood, beam, hardwood, raw, dried (u=20%)//[CH] beam, hardwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"213";"sawnwood, beam, softwood, raw, dried (u=20%)//[CA-QC] beam, softwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"214";"sawnwood, beam, softwood, raw, dried (u=20%)//[CH] beam, softwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"215";"sawnwood, beam, softwood, raw, dried (u=10%)//[CA-QC] beam, softwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"216";"sawnwood, beam, softwood, raw, dried (u=10%)//[CH] beam, softwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"217";"sawnwood, beam, softwood, raw, dried (u=20%)//[CA-QC] beam, softwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"218";"sawnwood, beam, softwood, raw, dried (u=20%)//[CH] beam, softwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"219";"beet seed, Swiss integrated production, for sowing//[CH] beet seed production, Swiss integrated production, for sowing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"220";"bentonite quarry infrastructure//[DE] bentonite quarry construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"221";"bentonite//[DE] bentonite quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"222";"benzal chloride//[RER] benzal chloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"223";"benzaldehyde//[RER] benzaldehyde production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"224";"benzene//[RER] benzene production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"225";"benzimidazole-compound//[RER] benzimidazole-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"226";"benzo[thia]diazole-compound//[RER] benzo[thia]diazole-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"227";"benzoic-compound//[RER] benzoic-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"228";"benzyl alcohol//[RER] benzyl alcohol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"229";"benzyl chloride//[RER] benzyl chloride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"230";"beverage carton converting//[GLO] beverage carton converting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"231";"bicycle//[RER] bicycle production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"232";"bipyridylium-compound//[RER] bipyridylium-compound production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"233";"bisphenol A epoxy based vinyl ester resin//[RER] bisphenol A epoxy based vinyl ester resin production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"234";"bisphenol A, powder//[RER] bisphenol A production, powder";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"235";"bitumen adhesive compound, cold//[RER] bitumen adhesive compound production, cold";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"236";"bitumen adhesive compound, hot//[RER] bitumen adhesive compound production, hot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"237";"bitumen seal, Alu80//[RER] bitumen seal production, Alu80";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"238";"bitumen seal, polymer EP4 flame retardant//[CA-QC] bitumen seal production, polymer EP4 flame retardant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"239";"bitumen seal, polymer EP4 flame retardant//[RER] bitumen seal production, polymer EP4 flame retardant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"240";"bitumen seal, V60//[CA-QC] bitumen seal production, V60";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"241";"bitumen seal, V60//[RER] bitumen seal production, V60";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"242";"bitumen seal, VA4//[RER] bitumen seal production, VA4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"243";"bitumen seal//[RER] bitumen seal production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"244";"blast furnace//[RER] blast furnace production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"245";"blast oxygen furnace converter//[RER] blast oxygen furnace converter production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"246";"blasting//[RER] blasting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"247";"blister-copper conversion facility//[SE] blister-copper conversion facility construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"248";"blow moulding//[CA-QC] blow moulding production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"249";"blow moulding//[RER] blow moulding production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"250";"blower and heat exchange unit, Avent E 97//[RER] blower and heat exchange unit production, Avent E 97";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"251";"blower and heat exchange unit, central, 600-1200 m3/h//[RER] blower and heat exchange unit production, central, 600-1200 m3/h";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"252";"blower and heat exchange unit, decentralized, 180-250 m3/h//[RER] blower and heat exchange unit production, decentralized, 180-250 m3/h";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"253";"blower and heat exchange unit, GE 250 RH//[CH] blower and heat exchange unit production, GE 250 RH";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"254";"blower and heat exchange unit, KWL 250//[RER] blower and heat exchange unit production, KWL 250";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"255";"blower and heat exchange unit, KWLC 1200//[RER] blower and heat exchange unit production, KWLC 1200";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"256";"blower and heat exchange unit, Storkair G 90//[RER] blower and heat exchange unit production, Storkair G 90";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"257";"blower and heat exchange unit, Twl-700//[RER] blower and heat exchange unit production, Twl-700";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"258";"sawnwood, board, hardwood, raw, dried (u=20%)//[CA-QC] board, hardwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"259";"sawnwood, board, hardwood, raw, dried (u=20%)//[CH] board, hardwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"260";"sawnwood, board, hardwood, raw, dried (u=10%)//[CA-QC] board, hardwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"261";"sawnwood, board, hardwood, raw, dried (u=10%)//[CH] board, hardwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"262";"sawnwood, board, hardwood, raw, dried (u=20%)//[CA-QC] board, hardwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"263";"sawnwood, board, hardwood, raw, dried (u=20%)//[CH] board, hardwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"264";"sawnwood, board, softwood, raw, dried (u=20%)//[CA-QC] board, softwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"265";"sawnwood, board, softwood, raw, dried (u=20%)//[CH] board, softwood, raw, air drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"266";"sawnwood, board, softwood, raw, dried (u=10%)//[CA-QC] board, softwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"267";"sawnwood, board, softwood, raw, dried (u=10%)//[CH] board, softwood, raw, kiln drying to u=10%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"268";"sawnwood, board, softwood, raw, dried (u=20%)//[CA-QC] board, softwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"269";"sawnwood, board, softwood, raw, dried (u=20%)//[CH] board, softwood, raw, kiln drying to u=20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"270";"borax, anhydrous, powder//[RER] borax production, anhydrous, powder";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"271";"borehole heat exchanger, 150m//[CH] borehole heat exchanger production, 150m";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"272";"boric acid, anhydrous, powder//[RER] boric acid production, anhydrous, powder";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"273";"boric oxide//[GLO] boric oxide production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"274";"boron carbide//[GLO] boron carbide production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"275";"boron trifluoride//[GLO] boron trifluoride production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"276";"brass removed by drilling, computer numerical controlled//[RER] brass drilling, computer numerical controlled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"277";"brass removed by drilling, conventional//[RER] brass drilling, conventional";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"278";"brass//[CH] brass production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"279";"brass removed by turning, average, computer numerical controlled//[RER] brass turning, average, computer numerical controlled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"280";"brass removed by turning, average, conventional//[RER] brass turning, average, conventional";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"281";"brass removed by turning, primarily dressing, computer numerical controlled//[RER] brass turning, primarily dressing, computer numerical controlled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"282";"brass removed by turning, primarily dressing, conventional//[RER] brass turning, primarily dressing, conventional";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"283";"brass removed by turning, primarily roughing, computer numerical controlled//[RER] brass turning, primarily roughing, computer numerical controlled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"284";"brass removed by turning, primarily roughing, conventional//[RER] brass turning, primarily roughing, conventional";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"285";"brazing solder, cadmium free//[RER] brazing solder production, cadmium free";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"286";"brick production facility//[CA-QC] brick production facility construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"287";"broccoli//[GLO] broccoli production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"288";"bromine//[RER] bromine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"289";"bromopropane//[RER] bromopropane production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"290";"bronze//[CH] bronze production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"291";"building, hall, steel construction//[CH] building construction, hall, steel construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"292";"building, hall, wood construction//[CH] building construction, hall, wood construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"293";"building, hall//[CH] building construction, hall";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"294";"building, multi-storey//[RER] building construction, multi-storey";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"295";"building machine//[RER] building machine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"296";"bus//[RER] bus production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"297";"butadiene//[RER] butadiene production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"298";"butane//[GLO] butane extraction, from natural gas liquids";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"299";"butane-1,4-diol//[RER] butane-1,4-diol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"300";"butene, mixed//[RER] butene production, mixed";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"301";"butyl acetate//[RER] butyl acetate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"302";"butyl acrylate//[RER] butyl acrylate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"303";"cabbage red//[GLO] cabbage red production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"304";"cabbage white//[GLO] cabbage white production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"305";"cable, connector for computer, without plugs//[GLO] cable production, connector for computer, without plugs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"306";"cable, data cable in infrastructure//[GLO] cable production, data cable in infrastructure";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"307";"cable, network cable, category 5, without plugs//[GLO] cable production, network cable, category 5, without plugs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"308";"cable, printer cable, without plugs//[GLO] cable production, printer cable, without plugs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"309";"cable, ribbon cable, 20-pin, with plugs//[GLO] cable production, ribbon cable, 20-pin, with plugs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"310";"cable, three-conductor cable//[GLO] cable production, three-conductor cable";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"311";"cable, unspecified//[GLO] cable production, unspecified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"312";"mobile cable yarder, trailer-mounted//[GLO] cable yarder production, trailer-mounted";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"313";"mobile cable yarder, truck-mounted, incl. processor//[GLO] cable yarder production, truck-mounted";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"314";"cable yarder with sled winch//[GLO] cable yarder with sled winch production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"315";"cadmium chloride, semiconductor-grade//[US] cadmium chloride production, semiconductor-grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"316";"cadmium//[CA-QC] cadmium production, primary";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"317";"cadmium, semiconductor-grade//[US] cadmium production, semiconductor-grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"318";"cadmium sludge from zinc electrolysis stockpiling//[US] cadmium sludge from zinc electrolysis stockpiling";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"319";"cadmium sulfide, semiconductor-grade//[US] cadmium sulfide production, semiconductor-grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"320";"cadmium telluride, semiconductor-grade//[US] cadmium telluride production, semiconductor-grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"321";"calcareous marl//[CH] calcareous marl production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"322";"nitrogen fertiliser, as N//[RER] calcium ammonium nitrate production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"323";"calcium borates//[TR] calcium borates production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"324";"calcium carbide, technical grade//[RER] calcium carbide production, technical grade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"325";"de-icer//[GLO] calcium chloride to generic market for de-icer";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"326";"calendering, rigid sheets//[RER] calendering production, rigid sheets";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"327";"canal//[RER] canal construction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"328";"capacitor, auxilliaries and energy use//[GLO] capacitor production, auxilliaries and energy use";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"329";"capacitor, electrolyte type, < 2cm height//[GLO] capacitor production, electrolyte type, < 2cm height";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"330";"capacitor, electrolyte type, > 2cm height//[GLO] capacitor production, electrolyte type, > 2cm height";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"331";"capacitor, film type, for through-hole mounting//[GLO] capacitor production, film type, for through-hole mounting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"332";"capacitor, for surface-mounting//[GLO] capacitor production, for surface-mounting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"333";"capacitor, tantalum-, for through-hole mounting//[GLO] capacitor production, tantalum-, for through-hole mounting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"334";"captan//[RER] captan production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"335";"carbon black//[GLO] carbon black production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
