"X";"electricity..high.voltage...DE..electricity.production..deep.geothermal";"electricity..high.voltage...DE..electricity.production..hard.coal";"electricity..high.voltage...DE..electricity.production..hydro..pumped.storage";"electricity..high.voltage...DE..electricity.production..hydro..run.of.river";"electricity..high.voltage...DE..electricity.production..lignite";"electricity..high.voltage...DE..electricity.production..natural.gas..combined.cycle.power.plant";"electricity..high.voltage...DE..electricity.production..natural.gas..conventional.power.plant";"electricity..high.voltage...DE..electricity.production..nuclear..pressure.water.reactor";"electricity..high.voltage...DE..electricity.production..oil";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..multi.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..single.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..570kWp.open.ground.installation..multi.Si";"electricity..high.voltage...DE..electricity.production..wind...1MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind...3MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..offshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..onshore";"electricity..high.voltage...DE..heat.and.power.co.generation..biogas..gas.engine"
"10541";"biogas//[CH] treatment of manure and biowaste by anaerobic digestion, from manure, liquid, cattle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10542";"biogas//[CH] treatment of manure and biowaste by anaerobic digestion, from manure, liquid, swine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10543";"biowaste//[CH] treatment of manure and biowaste by anaerobic digestion";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10544";"biogas//[CH] treatment of manure and biowaste by anaerobic digestion, from manure, solid, cattle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10545";"biogas//[CH] treatment of manure and biowaste by anaerobic digestion, from used vegetable cooking oil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10546";"hard coal ash//[RoW] cement production, alternative constituents 21-35%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10547";"cement, alternative constituents 21-35%//[RoW] cement production, alternative constituents 21-35%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10548";"blast furnace slag//[RoW] cement production, alternative constituents 6-20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10549";"cement, alternative constituents 6-20%//[RoW] cement production, alternative constituents 6-20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10550";"hard coal ash//[RoW] cement production, alternative constituents 6-20%";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10551";"hard coal ash//[RoW] cement production, blast furnace slag 18-30% and 18-30% other alternative constituents";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10552";"cement, blast furnace slag 18-30% and 18-30% other alternative constituents//[RoW] cement production, blast furnace slag 18-30% and 18-30% other alternative constituents";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10553";"cement, blast furnace slag 31-50% and 31-50% other alternative constituents//[RoW] cement production, blast furnace slag 31-50% and 31-50% other alternative constituents";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10554";"hard coal ash//[RoW] cement production, blast furnace slag 31-50% and 31-50% other alternative constituents";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10555";"hard coal ash//[RoW] cement production, pozzolana and fly ash 11-35%, non-US";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10556";"cement, pozzolana and fly ash 11-35%, non-US//[RoW] cement production, pozzolana and fly ash 11-35%, non-US";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10557";"hard coal ash//[RoW] cement production, pozzolana and fly ash 36-55%, non-US";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10558";"cement, pozzolana and fly ash 36-55%,non-US//[RoW] cement production, pozzolana and fly ash 36-55%, non-US";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10559";"cement, pozzolana and fly ash 5-15%, US only//[RoW] cement production, pozzolana and fly ash 5-15%, US only";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10560";"hard coal ash//[RoW] cement production, pozzolana and fly ash 5-15%, US only";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10561";"waste mineral oil//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10562";"clinker//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10563";"waste paint//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10564";"inert waste//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10565";"sewage sludge, dried//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10566";"spent solvent mixture//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10567";"pyrite ash//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10568";"sludge, pig iron production//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10569";"meat and bone meal//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10570";"waste wood, untreated//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10571";"used tyre//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10572";"waste plastic, mixture//[RoW] clinker production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10573";"monoethanolamine//[RoW] ethanolamine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10574";"triethanolamine//[RoW] ethanolamine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10575";"diethanolamine//[RoW] ethanolamine production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10576";"triethylene glycol//[RoW] ethylene glycol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10577";"ethylene glycol//[RoW] ethylene glycol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10578";"diethylene glycol//[RoW] ethylene glycol production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10579";"sand//[RoW] gravel and sand quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10580";"gravel, round//[RoW] gravel and sand quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10581";"gypsum, mineral//[RoW] gypsum quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10582";"anhydrite rock//[RoW] gypsum quarry operation";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10583";"cleft timber, measured as dry mass//[RoW] hardwood forestry, beech, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10584";"sawlog and veneer log, hardwood, measured as solid wood under bark//[RoW] hardwood forestry, beech, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10585";"pulpwood, hardwood, measured as solid wood under bark//[RoW] hardwood forestry, beech, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10586";"wood chips, wet, measured as dry mass//[RoW] hardwood forestry, beech, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10587";"bundle, energy wood, measured as dry mass//[RoW] hardwood forestry, birch, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10588";"wood chips, wet, measured as dry mass//[RoW] hardwood forestry, birch, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10589";"cleft timber, measured as dry mass//[RoW] hardwood forestry, birch, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10590";"sawlog and veneer log, hardwood, measured as solid wood under bark//[RoW] hardwood forestry, birch, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10591";"pulpwood, hardwood, measured as solid wood under bark//[RoW] hardwood forestry, birch, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10592";"cleft timber, measured as dry mass//[RoW] hardwood forestry, oak, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10593";"pulpwood, hardwood, measured as solid wood under bark//[RoW] hardwood forestry, oak, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10594";"wood chips, wet, measured as dry mass//[RoW] hardwood forestry, oak, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10595";"sawlog and veneer log, hardwood, measured as solid wood under bark//[RoW] hardwood forestry, oak, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10596";"2-methyl-1-butanol//[RoW] hydroformylation of butene";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10597";"3-methyl-1-butanol//[RoW] hydroformylation of butene";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10598";"1-pentanol//[RoW] hydroformylation of butene";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10599";"isobutanol//[RoW] hydroformylation of propylene";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10600";"1-butanol//[RoW] hydroformylation of propylene";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10601";"petroleum//[RoW] petroleum and gas production, off-shore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10602";"natural gas, high pressure//[RoW] petroleum and gas production, off-shore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10603";"petroleum//[RoW] petroleum and gas production, on-shore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10604";"natural gas, high pressure//[RoW] petroleum and gas production, on-shore";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10605";"sawlog and veneer log, softwood, measured as solid wood under bark//[RoW] softwood forestry, pine, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10606";"cleft timber, measured as dry mass//[RoW] softwood forestry, pine, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10607";"pulpwood, softwood, measured as solid wood under bark//[RoW] softwood forestry, pine, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10608";"bundle, energy wood, measured as dry mass//[RoW] softwood forestry, pine, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10609";"wood chips, wet, measured as dry mass//[RoW] softwood forestry, pine, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10610";"pulpwood, softwood, measured as solid wood under bark//[RoW] softwood forestry, spruce, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10611";"bundle, energy wood, measured as dry mass//[RoW] softwood forestry, spruce, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10612";"wood chips, wet, measured as dry mass//[RoW] softwood forestry, spruce, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10613";"cleft timber, measured as dry mass//[RoW] softwood forestry, spruce, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10614";"sawlog and veneer log, softwood, measured as solid wood under bark//[RoW] softwood forestry, spruce, sustainable forest management";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10615";"biogas//[RoW] treatment of manure and biowaste by anaerobic digestion, from manure, liquid, swine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10616";"biogas//[RoW] treatment of manure and biowaste by anaerobic digestion, from used vegetable cooking oil";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10617";"biogas//[RoW] treatment of manure and biowaste by anaerobic digestion, from manure, liquid, cattle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10618";"biowaste//[RoW] treatment of manure and biowaste by anaerobic digestion";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10619";"biogas//[RoW] treatment of manure and biowaste by anaerobic digestion, from manure, solid, cattle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10620";"iron scrap, sorted, pressed//[GLO] iron scrap, sorted, pressed, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10621";"waste paperboard, sorted//[GLO] waste paperboard, sorted, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10622";"waste packaging paper//[GLO] waste packaging paper, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10623";"blast furnace gas//[GLO] blast furnace gas, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10624";"aluminium scrap, new//[GLO] aluminium scrap, new, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10625";"waste packaging glass, unsorted//[GLO] waste packaging glass, unsorted, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10626";"aluminium scrap, post-consumer, prepared for melting//[GLO] aluminium scrap, post-consumer, prepared for melting, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10627";"used vegetable cooking oil, purified//[GLO] used vegetable cooking oil, purified, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10628";"poultry manure, dried//[GLO] poultry manure, dried, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10629";"waste paper, sorted//[GLO] waste paper, sorted, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10630";"waste paper, unsorted//[GLO] waste paper, unsorted, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10631";"manure, liquid, swine//[GLO] manure, liquid, swine, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10632";"silica fume, densified//[GLO] silica fume, densified, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10633";"used toner module, laser printer, black/white//[GLO] used toner module, laser printer, black/white, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10634";"spent automobile catalyst//[GLO] spent automobile catalyst, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10635";"waste wood, post-consumer//[GLO] waste wood, post-consumer, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10636";"electronics scrap//[GLO] electronics scrap, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10637";"used vegetable cooking oil//[GLO] used vegetable cooking oil, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10638";"glass cullet, sorted//[GLO] glass cullet, sorted, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10639";"log, energy wood, split, measured as solid wood under bark//[GLO] log, energy wood, split, measured as solid wood under bark, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10640";"manure, liquid, cattle//[GLO] manure, liquid, cattle, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10641";"glass cullet, for Saint-Gobain ISOVER SA//[GLO] glass cullet, for Saint-Gobain ISOVER SA, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10642";"manure, solid, cattle//[GLO] manure, solid, cattle, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10643";"poultry manure, fresh//[GLO] poultry manure, fresh, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10644";"copper scrap, sorted, pressed//[GLO] copper scrap, sorted, pressed, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10645";"used toner module, laser printer, colour//[GLO] used toner module, laser printer, colour, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10646";"iron scrap, unsorted//[GLO] iron scrap, unsorted, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10647";"vinasse, from fermentation of sugarcane molasses//[GLO] vinasse, from fermentation of sugarcane molasses, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10648";"vinasse, from fermentation of sugarcane//[GLO] vinasse, from fermentation of sugarcane, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10649";"vinasse, from fermentation of sugar beet//[GLO] vinasse, from fermentation of sugar beet, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10650";"vinasse, from fermentation of sugar beet molasses//[GLO] vinasse, from fermentation of sugar beet molasses, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10651";"scrap lead acid battery//[GLO] scrap lead acid battery, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10652";"vinasse, from fermentation of sweet sorghum//[GLO] vinasse, from fermentation of sweet sorghum, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10653";"polystyrene scrap, post-consumer//[GLO] polystyrene scrap, post-consumer, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10654";"tallow, unrefined//[GLO] tallow, unrefined, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10655";"digester sludge//[GLO] digester sludge, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10656";"waste newspaper//[GLO] waste newspaper, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10657";"aluminium scrap, post-consumer//[GLO] aluminium scrap, post-consumer, Recycled Content cut-off";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10658";"potassium fertiliser, as K2O//[GLO] field application of ash, from combustion of bagasse from sugar cane";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10659";"phosphate fertiliser, as P2O5//[GLO] field application of ash, from combustion of bagasse from sugar cane";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10660";"ground granulated blast furnace slag//[US] ground granulated blast furnace slag production";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10661";"heat, district or industrial, other than natural gas//[CH] heat production, untreated waste wood, at furnace 1000-5000 kW, state-of-the-art 2014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10662";"heat, district or industrial, other than natural gas//[CH] heat production, untreated waste wood, at furnace 1000-5000 kW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10663";"zinc concentrate//[CH] treatment of aluminium in car shredder residue, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10664";"compost//[CH] treatment of biowaste, composting";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10665";"heat, for reuse in municipal waste incineration only//[CH] treatment of biowaste, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10666";"electricity, for reuse in municipal waste incineration only//[CH] treatment of biowaste, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10667";"zinc concentrate//[CH] treatment of biowaste, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10668";"electricity, for reuse in municipal waste incineration only//[GLO] treatment of biowaste, municipal incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10669";"heat, for reuse in municipal waste incineration only//[GLO] treatment of biowaste, municipal incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10670";"zinc concentrate//[CH] treatment of copper in car shredder residue, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10671";"zinc concentrate//[CH] treatment of lead in car shredder residue, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10672";"electricity, for reuse in municipal waste incineration only//[CH] treatment of liquid crystal display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10673";"heat, for reuse in municipal waste incineration only//[CH] treatment of liquid crystal display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10674";"zinc concentrate//[CH] treatment of liquid crystal display, municipal incineration with fly ash extraction";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10675";"heat, for reuse in municipal waste incineration only//[AT] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10676";"electricity, for reuse in municipal waste incineration only//[AT] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10677";"electricity, for reuse in municipal waste incineration only//[BE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10678";"heat, for reuse in municipal waste incineration only//[BE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10679";"electricity, for reuse in municipal waste incineration only//[BG] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10680";"heat, for reuse in municipal waste incineration only//[BG] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10681";"heat, for reuse in municipal waste incineration only//[CA-AB] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10682";"electricity, for reuse in municipal waste incineration only//[CA-AB] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10683";"electricity, for reuse in municipal waste incineration only//[CA-NB] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10684";"heat, for reuse in municipal waste incineration only//[CA-NB] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10685";"electricity, for reuse in municipal waste incineration only//[CA-NS] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10686";"heat, for reuse in municipal waste incineration only//[CA-NS] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10687";"electricity, for reuse in municipal waste incineration only//[CA-ON] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10688";"heat, for reuse in municipal waste incineration only//[CA-ON] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10689";"heat, for reuse in municipal waste incineration only//[CA-PE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10690";"electricity, for reuse in municipal waste incineration only//[CA-PE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10691";"electricity, for reuse in municipal waste incineration only//[CA-QC] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10692";"heat, for reuse in municipal waste incineration only//[CA-QC] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10693";"heat, for reuse in municipal waste incineration only//[CH] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10694";"electricity, for reuse in municipal waste incineration only//[CH] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10695";"heat, for reuse in municipal waste incineration only//[CZ] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10696";"electricity, for reuse in municipal waste incineration only//[CZ] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10697";"electricity, for reuse in municipal waste incineration only//[DE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10698";"heat, for reuse in municipal waste incineration only//[DE] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10699";"electricity, for reuse in municipal waste incineration only//[DK] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10700";"heat, for reuse in municipal waste incineration only//[DK] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10701";"heat, for reuse in municipal waste incineration only//[ES] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10702";"electricity, for reuse in municipal waste incineration only//[ES] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10703";"electricity, for reuse in municipal waste incineration only//[FI] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10704";"heat, for reuse in municipal waste incineration only//[FI] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10705";"electricity, for reuse in municipal waste incineration only//[FR] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10706";"heat, for reuse in municipal waste incineration only//[FR] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10707";"heat, for reuse in municipal waste incineration only//[GB] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10708";"electricity, for reuse in municipal waste incineration only//[GB] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10709";"electricity, for reuse in municipal waste incineration only//[HU] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10710";"heat, for reuse in municipal waste incineration only//[HU] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10711";"electricity, for reuse in municipal waste incineration only//[IT] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10712";"heat, for reuse in municipal waste incineration only//[IT] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10713";"heat, for reuse in municipal waste incineration only//[JP] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10714";"electricity, for reuse in municipal waste incineration only//[JP] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"10715";"electricity, for reuse in municipal waste incineration only//[KR] treatment of municipal solid waste, incineration";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
